CHROMOSOME	LENGTH	ALIGNED_READS	SAMPLE_NAME
MT	16569	1070	BC10-N
GL000207.1	4262	0	BC10-N
GL000226.1	15008	4	BC10-N
GL000229.1	19913	2	BC10-N
GL000231.1	27386	2	BC10-N
GL000210.1	27682	0	BC10-N
GL000239.1	33824	0	BC10-N
GL000235.1	34474	2	BC10-N
GL000201.1	36148	0	BC10-N
GL000247.1	36422	8	BC10-N
GL000245.1	36651	12	BC10-N
GL000197.1	37175	18	BC10-N
GL000203.1	37498	0	BC10-N
GL000246.1	38154	2	BC10-N
GL000249.1	38502	2	BC10-N
GL000196.1	38914	0	BC10-N
GL000248.1	39786	4	BC10-N
GL000244.1	39929	2	BC10-N
GL000238.1	39939	0	BC10-N
GL000202.1	40103	4	BC10-N
GL000234.1	40531	1	BC10-N
GL000232.1	40652	0	BC10-N
GL000206.1	41001	4	BC10-N
GL000240.1	41933	8	BC10-N
GL000236.1	41934	1202	BC10-N
GL000241.1	42152	0	BC10-N
GL000243.1	43341	32	BC10-N
GL000242.1	43523	0	BC10-N
GL000230.1	43691	0	BC10-N
GL000237.1	45867	0	BC10-N
GL000233.1	45941	0	BC10-N
GL000204.1	81310	6	BC10-N
GL000198.1	90085	1	BC10-N
GL000208.1	92689	15	BC10-N
GL000191.1	106433	148	BC10-N
GL000227.1	128374	1192	BC10-N
GL000228.1	129120	67	BC10-N
GL000214.1	137718	16	BC10-N
GL000221.1	155397	32	BC10-N
GL000209.1	159169	8	BC10-N
GL000218.1	161147	14	BC10-N
GL000220.1	161802	32	BC10-N
GL000213.1	164239	6	BC10-N
GL000211.1	166566	2	BC10-N
GL000199.1	169874	11	BC10-N
GL000217.1	172149	23	BC10-N
GL000216.1	172294	36	BC10-N
GL000215.1	172545	10	BC10-N
GL000205.1	174588	0	BC10-N
GL000219.1	179198	8	BC10-N
GL000224.1	179693	29	BC10-N
GL000223.1	180455	20	BC10-N
GL000195.1	182896	0	BC10-N
GL000212.1	186858	1963	BC10-N
GL000222.1	186861	46	BC10-N
GL000200.1	187035	16	BC10-N
GL000193.1	189789	10	BC10-N
GL000194.1	191469	23	BC10-N
GL000225.1	211173	8	BC10-N
GL000192.1	547496	34	BC10-N
1	249250621	3015412	BC02-N
2	243199373	1847162	BC02-N
3	198022430	1810754	BC02-N
4	191154276	880166	BC02-N
5	180915260	1257728	BC02-N
6	171115067	1883340	BC02-N
7	159138663	1416150	BC02-N
8	146364022	465791	BC02-N
9	141213431	1098648	BC02-N
10	135534747	896429	BC02-N
11	135006516	1190057	BC02-N
12	133851895	1905014	BC02-N
13	115169878	874650	BC02-N
14	107349540	445025	BC02-N
15	102531392	897783	BC02-N
16	90354753	2075373	BC02-N
17	81195210	2089906	BC02-N
18	78077248	341712	BC02-N
19	59128983	2061004	BC02-N
20	63025520	711179	BC02-N
21	48129895	414129	BC02-N
22	51304566	441374	BC02-N
X	155270560	1894537	BC02-N
Y	59373566	7937	BC02-N
MT	16569	6	BC02-N
GL000207.1	4262	0	BC02-N
GL000226.1	15008	2	BC02-N
GL000229.1	19913	2	BC02-N
GL000231.1	27386	2	BC02-N
GL000210.1	27682	2	BC02-N
GL000239.1	33824	6	BC02-N
GL000235.1	34474	0	BC02-N
GL000201.1	36148	4	BC02-N
GL000247.1	36422	2	BC02-N
GL000245.1	36651	23	BC02-N
GL000197.1	37175	16	BC02-N
GL000203.1	37498	2	BC02-N
GL000246.1	38154	2	BC02-N
GL000249.1	38502	0	BC02-N
GL000196.1	38914	8	BC02-N
GL000248.1	39786	4	BC02-N
GL000244.1	39929	6	BC02-N
GL000238.1	39939	0	BC02-N
GL000202.1	40103	2	BC02-N
GL000234.1	40531	2	BC02-N
GL000232.1	40652	0	BC02-N
GL000206.1	41001	10	BC02-N
GL000240.1	41933	12	BC02-N
GL000236.1	41934	2289	BC02-N
GL000241.1	42152	10	BC02-N
GL000243.1	43341	21	BC02-N
GL000242.1	43523	6	BC02-N
GL000230.1	43691	0	BC02-N
GL000237.1	45867	2	BC02-N
GL000233.1	45941	0	BC02-N
GL000204.1	81310	22	BC02-N
GL000198.1	90085	4	BC02-N
GL000208.1	92689	26	BC02-N
GL000191.1	106433	232	BC02-N
GL000227.1	128374	983	BC02-N
GL000228.1	129120	93	BC02-N
GL000214.1	137718	25	BC02-N
GL000221.1	155397	102	BC02-N
GL000209.1	159169	8	BC02-N
GL000218.1	161147	18	BC02-N
GL000220.1	161802	38	BC02-N
GL000213.1	164239	20	BC02-N
GL000211.1	166566	8	BC02-N
GL000199.1	169874	28	BC02-N
GL000217.1	172149	38	BC02-N
GL000216.1	172294	131	BC02-N
GL000215.1	172545	4	BC02-N
GL000205.1	174588	0	BC02-N
GL000219.1	179198	4	BC02-N
GL000224.1	179693	10	BC02-N
GL000223.1	180455	24	BC02-N
GL000195.1	182896	0	BC02-N
GL000212.1	186858	7130	BC02-N
GL000222.1	186861	41	BC02-N
GL000200.1	187035	19	BC02-N
GL000193.1	189789	12	BC02-N
GL000194.1	191469	54	BC02-N
GL000225.1	211173	28	BC02-N
GL000192.1	547496	47	BC02-N
1	249250621	1586040	BC18-N
2	243199373	1560565	BC18-N
3	198022430	1371266	BC18-N
4	191154276	871724	BC18-N
5	180915260	1081120	BC18-N
6	171115067	1478903	BC18-N
7	159138663	1429107	BC18-N
8	146364022	723742	BC18-N
9	141213431	807947	BC18-N
10	135534747	701949	BC18-N
11	135006516	833317	BC18-N
12	133851895	1278279	BC18-N
13	115169878	650551	BC18-N
14	107349540	339907	BC18-N
15	102531392	601236	BC18-N
16	90354753	803878	BC18-N
17	81195210	928518	BC18-N
18	78077248	256226	BC18-N
19	59128983	836114	BC18-N
20	63025520	383962	BC18-N
21	48129895	320097	BC18-N
22	51304566	287769	BC18-N
X	155270560	860914	BC18-N
Y	59373566	735	BC18-N
MT	16569	3047	BC18-N
GL000207.1	4262	0	BC18-N
GL000226.1	15008	4	BC18-N
GL000229.1	19913	3	BC18-N
GL000231.1	27386	0	BC18-N
GL000210.1	27682	4	BC18-N
GL000239.1	33824	6	BC18-N
GL000235.1	34474	1	BC18-N
GL000201.1	36148	0	BC18-N
GL000247.1	36422	4	BC18-N
GL000245.1	36651	46	BC18-N
GL000197.1	37175	14	BC18-N
GL000203.1	37498	2	BC18-N
GL000246.1	38154	6	BC18-N
GL000249.1	38502	6	BC18-N
GL000196.1	38914	18	BC18-N
GL000248.1	39786	8	BC18-N
GL000244.1	39929	11	BC18-N
GL000238.1	39939	4	BC18-N
GL000202.1	40103	0	BC18-N
GL000234.1	40531	2	BC18-N
GL000232.1	40652	0	BC18-N
GL000206.1	41001	6	BC18-N
GL000240.1	41933	11	BC18-N
GL000236.1	41934	3275	BC18-N
GL000241.1	42152	4	BC18-N
GL000243.1	43341	70	BC18-N
GL000242.1	43523	2	BC18-N
GL000230.1	43691	0	BC18-N
GL000237.1	45867	13	BC18-N
GL000233.1	45941	0	BC18-N
GL000204.1	81310	12	BC18-N
GL000198.1	90085	0	BC18-N
GL000208.1	92689	39	BC18-N
GL000191.1	106433	135	BC18-N
GL000227.1	128374	1755	BC18-N
GL000228.1	129120	180	BC18-N
GL000214.1	137718	45	BC18-N
GL000221.1	155397	144	BC18-N
GL000209.1	159169	4	BC18-N
GL000218.1	161147	26	BC18-N
GL000220.1	161802	23	BC18-N
GL000213.1	164239	24	BC18-N
GL000211.1	166566	14	BC18-N
GL000199.1	169874	52	BC18-N
GL000217.1	172149	66	BC18-N
GL000216.1	172294	106	BC18-N
GL000215.1	172545	22	BC18-N
GL000205.1	174588	10	BC18-N
GL000219.1	179198	10	BC18-N
GL000224.1	179693	21	BC18-N
GL000223.1	180455	49	BC18-N
GL000195.1	182896	0	BC18-N
GL000212.1	186858	5187	BC18-N
GL000222.1	186861	82	BC18-N
GL000200.1	187035	39	BC18-N
GL000193.1	189789	14	BC18-N
GL000194.1	191469	49	BC18-N
GL000225.1	211173	27	BC18-N
GL000192.1	547496	63	BC18-N
1	249250621	2796711	BC04-N
2	243199373	1784829	BC04-N
3	198022430	1755849	BC04-N
4	191154276	858727	BC04-N
5	180915260	1208977	BC04-N
6	171115067	1826789	BC04-N
7	159138663	1393409	BC04-N
8	146364022	450522	BC04-N
9	141213431	1052054	BC04-N
10	135534747	864842	BC04-N
11	135006516	1140520	BC04-N
12	133851895	1830350	BC04-N
13	115169878	855949	BC04-N
14	107349540	412135	BC04-N
15	102531392	890156	BC04-N
16	90354753	1974342	BC04-N
17	81195210	2003277	BC04-N
18	78077248	334613	BC04-N
19	59128983	1915289	BC04-N
20	63025520	683314	BC04-N
21	48129895	389055	BC04-N
22	51304566	422959	BC04-N
X	155270560	1833330	BC04-N
Y	59373566	6039	BC04-N
MT	16569	6	BC04-N
GL000207.1	4262	0	BC04-N
GL000226.1	15008	3	BC04-N
GL000229.1	19913	2	BC04-N
GL000231.1	27386	2	BC04-N
GL000210.1	27682	1	BC04-N
GL000239.1	33824	4	BC04-N
GL000235.1	34474	4	BC04-N
GL000201.1	36148	6	BC04-N
GL000247.1	36422	16	BC04-N
GL000245.1	36651	28	BC04-N
GL000197.1	37175	6	BC04-N
GL000203.1	37498	2	BC04-N
GL000246.1	38154	3	BC04-N
GL000249.1	38502	4	BC04-N
GL000196.1	38914	2	BC04-N
GL000248.1	39786	2	BC04-N
GL000244.1	39929	5	BC04-N
GL000238.1	39939	0	BC04-N
GL000202.1	40103	4	BC04-N
GL000234.1	40531	4	BC04-N
GL000232.1	40652	4	BC04-N
GL000206.1	41001	4	BC04-N
GL000240.1	41933	12	BC04-N
GL000236.1	41934	1393	BC04-N
GL000241.1	42152	4	BC04-N
GL000243.1	43341	14	BC04-N
GL000242.1	43523	2	BC04-N
GL000230.1	43691	0	BC04-N
GL000237.1	45867	10	BC04-N
GL000233.1	45941	2	BC04-N
GL000204.1	81310	20	BC04-N
GL000198.1	90085	2	BC04-N
GL000208.1	92689	11	BC04-N
GL000191.1	106433	238	BC04-N
GL000227.1	128374	1037	BC04-N
GL000228.1	129120	121	BC04-N
GL000214.1	137718	17	BC04-N
GL000221.1	155397	90	BC04-N
GL000209.1	159169	16	BC04-N
GL000218.1	161147	29	BC04-N
GL000220.1	161802	26	BC04-N
GL000213.1	164239	10	BC04-N
GL000211.1	166566	8	BC04-N
GL000199.1	169874	15	BC04-N
GL000217.1	172149	57	BC04-N
GL000216.1	172294	124	BC04-N
GL000215.1	172545	12	BC04-N
GL000205.1	174588	0	BC04-N
GL000219.1	179198	5	BC04-N
GL000224.1	179693	8	BC04-N
GL000223.1	180455	16	BC04-N
GL000195.1	182896	0	BC04-N
GL000212.1	186858	7037	BC04-N
GL000222.1	186861	72	BC04-N
GL000200.1	187035	15	BC04-N
GL000193.1	189789	12	BC04-N
GL000194.1	191469	48	BC04-N
GL000225.1	211173	36	BC04-N
GL000192.1	547496	40	BC04-N
1	249250621	2827897	BC09-N
2	243199373	1863029	BC09-N
3	198022430	1861013	BC09-N
4	191154276	903388	BC09-N
5	180915260	1257455	BC09-N
6	171115067	1920749	BC09-N
7	159138663	1424696	BC09-N
8	146364022	472818	BC09-N
9	141213431	1094044	BC09-N
10	135534747	894882	BC09-N
11	135006516	1183651	BC09-N
12	133851895	1899311	BC09-N
13	115169878	891206	BC09-N
14	107349540	435203	BC09-N
15	102531392	930015	BC09-N
16	90354753	2057814	BC09-N
17	81195210	2048626	BC09-N
18	78077248	350601	BC09-N
19	59128983	1973962	BC09-N
20	63025520	706466	BC09-N
21	48129895	409007	BC09-N
22	51304566	442774	BC09-N
X	155270560	1898428	BC09-N
Y	59373566	6203	BC09-N
MT	16569	12	BC09-N
GL000207.1	4262	0	BC09-N
GL000226.1	15008	6	BC09-N
GL000229.1	19913	4	BC09-N
GL000231.1	27386	2	BC09-N
GL000210.1	27682	8	BC09-N
GL000239.1	33824	8	BC09-N
GL000235.1	34474	1	BC09-N
GL000201.1	36148	2	BC09-N
GL000247.1	36422	14	BC09-N
GL000245.1	36651	22	BC09-N
GL000197.1	37175	3	BC09-N
GL000203.1	37498	1	BC09-N
GL000246.1	38154	2	BC09-N
GL000249.1	38502	4	BC09-N
GL000196.1	38914	2	BC09-N
GL000248.1	39786	4	BC09-N
GL000244.1	39929	8	BC09-N
GL000238.1	39939	8	BC09-N
GL000202.1	40103	4	BC09-N
GL000234.1	40531	0	BC09-N
GL000232.1	40652	2	BC09-N
GL000206.1	41001	4	BC09-N
GL000240.1	41933	11	BC09-N
GL000236.1	41934	1703	BC09-N
GL000241.1	42152	4	BC09-N
GL000243.1	43341	25	BC09-N
GL000242.1	43523	10	BC09-N
GL000230.1	43691	0	BC09-N
GL000237.1	45867	17	BC09-N
GL000233.1	45941	0	BC09-N
GL000204.1	81310	20	BC09-N
GL000198.1	90085	3	BC09-N
GL000208.1	92689	23	BC09-N
GL000191.1	106433	237	BC09-N
GL000227.1	128374	704	BC09-N
GL000228.1	129120	175	BC09-N
GL000214.1	137718	28	BC09-N
GL000221.1	155397	124	BC09-N
GL000209.1	159169	8	BC09-N
GL000218.1	161147	30	BC09-N
GL000220.1	161802	26	BC09-N
GL000213.1	164239	9	BC09-N
GL000211.1	166566	5	BC09-N
GL000199.1	169874	39	BC09-N
GL000217.1	172149	80	BC09-N
GL000216.1	172294	88	BC09-N
GL000215.1	172545	14	BC09-N
GL000205.1	174588	2	BC09-N
GL000219.1	179198	17	BC09-N
GL000224.1	179693	15	BC09-N
GL000223.1	180455	30	BC09-N
GL000195.1	182896	0	BC09-N
GL000212.1	186858	7639	BC09-N
GL000222.1	186861	79	BC09-N
GL000200.1	187035	15	BC09-N
GL000193.1	189789	6	BC09-N
GL000194.1	191469	31	BC09-N
GL000225.1	211173	43	BC09-N
GL000192.1	547496	68	BC09-N
1	249250621	3144750	BC06-N
2	243199373	2013951	BC06-N
3	198022430	1981599	BC06-N
4	191154276	971370	BC06-N
5	180915260	1367353	BC06-N
6	171115067	2070745	BC06-N
7	159138663	1544908	BC06-N
8	146364022	514748	BC06-N
9	141213431	1185536	BC06-N
10	135534747	971299	BC06-N
11	135006516	1283870	BC06-N
12	133851895	2055506	BC06-N
13	115169878	960292	BC06-N
14	107349540	478421	BC06-N
15	102531392	1022653	BC06-N
16	90354753	2226014	BC06-N
17	81195210	2234745	BC06-N
18	78077248	377486	BC06-N
19	59128983	2145404	BC06-N
20	63025520	766722	BC06-N
21	48129895	448947	BC06-N
22	51304566	478308	BC06-N
X	155270560	2037530	BC06-N
Y	59373566	7257	BC06-N
MT	16569	12	BC06-N
GL000207.1	4262	0	BC06-N
GL000226.1	15008	1	BC06-N
GL000229.1	19913	1	BC06-N
GL000231.1	27386	2	BC06-N
GL000210.1	27682	6	BC06-N
GL000239.1	33824	10	BC06-N
GL000235.1	34474	1	BC06-N
GL000201.1	36148	3	BC06-N
GL000247.1	36422	11	BC06-N
GL000245.1	36651	35	BC06-N
GL000197.1	37175	8	BC06-N
GL000203.1	37498	6	BC06-N
GL000246.1	38154	8	BC06-N
GL000249.1	38502	4	BC06-N
GL000196.1	38914	0	BC06-N
GL000248.1	39786	0	BC06-N
GL000244.1	39929	3	BC06-N
GL000238.1	39939	2	BC06-N
GL000202.1	40103	2	BC06-N
GL000234.1	40531	4	BC06-N
GL000232.1	40652	3	BC06-N
GL000206.1	41001	10	BC06-N
GL000240.1	41933	6	BC06-N
GL000236.1	41934	2393	BC06-N
GL000241.1	42152	0	BC06-N
GL000243.1	43341	30	BC06-N
GL000242.1	43523	7	BC06-N
GL000230.1	43691	0	BC06-N
GL000237.1	45867	15	BC06-N
GL000233.1	45941	0	BC06-N
GL000204.1	81310	20	BC06-N
GL000198.1	90085	2	BC06-N
GL000208.1	92689	10	BC06-N
GL000191.1	106433	248	BC06-N
GL000227.1	128374	1083	BC06-N
GL000228.1	129120	171	BC06-N
GL000214.1	137718	20	BC06-N
GL000221.1	155397	96	BC06-N
GL000209.1	159169	7	BC06-N
GL000218.1	161147	17	BC06-N
GL000220.1	161802	25	BC06-N
GL000213.1	164239	13	BC06-N
GL000211.1	166566	6	BC06-N
GL000199.1	169874	27	BC06-N
GL000217.1	172149	59	BC06-N
GL000216.1	172294	118	BC06-N
GL000215.1	172545	9	BC06-N
GL000205.1	174588	2	BC06-N
GL000219.1	179198	6	BC06-N
GL000224.1	179693	12	BC06-N
GL000223.1	180455	32	BC06-N
GL000195.1	182896	0	BC06-N
GL000212.1	186858	8135	BC06-N
GL000222.1	186861	41	BC06-N
GL000200.1	187035	15	BC06-N
GL000193.1	189789	16	BC06-N
GL000194.1	191469	39	BC06-N
GL000225.1	211173	34	BC06-N
GL000192.1	547496	53	BC06-N
1	249250621	2564137	BC08-N
2	243199373	1626320	BC08-N
3	198022430	1588396	BC08-N
4	191154276	786941	BC08-N
5	180915260	1098368	BC08-N
6	171115067	1666742	BC08-N
7	159138663	1246451	BC08-N
8	146364022	410701	BC08-N
9	141213431	958406	BC08-N
10	135534747	786438	BC08-N
11	135006516	1032654	BC08-N
12	133851895	1665521	BC08-N
13	115169878	774174	BC08-N
14	107349540	387632	BC08-N
15	102531392	804463	BC08-N
16	90354753	1794976	BC08-N
17	81195210	1820387	BC08-N
18	78077248	304472	BC08-N
19	59128983	1752075	BC08-N
20	63025520	623845	BC08-N
21	48129895	353156	BC08-N
22	51304566	395425	BC08-N
X	155270560	1677395	BC08-N
Y	59373566	6231	BC08-N
MT	16569	12	BC08-N
GL000207.1	4262	0	BC08-N
GL000226.1	15008	3	BC08-N
GL000229.1	19913	0	BC08-N
GL000231.1	27386	2	BC08-N
GL000210.1	27682	4	BC08-N
GL000239.1	33824	5	BC08-N
GL000235.1	34474	0	BC08-N
GL000201.1	36148	10	BC08-N
GL000247.1	36422	10	BC08-N
GL000245.1	36651	10	BC08-N
GL000197.1	37175	6	BC08-N
GL000203.1	37498	0	BC08-N
GL000246.1	38154	0	BC08-N
GL000249.1	38502	8	BC08-N
GL000196.1	38914	6	BC08-N
GL000248.1	39786	0	BC08-N
GL000244.1	39929	23	BC08-N
GL000238.1	39939	8	BC08-N
GL000202.1	40103	2	BC08-N
GL000234.1	40531	0	BC08-N
GL000232.1	40652	5	BC08-N
GL000206.1	41001	8	BC08-N
GL000240.1	41933	4	BC08-N
GL000236.1	41934	1312	BC08-N
GL000241.1	42152	5	BC08-N
GL000243.1	43341	28	BC08-N
GL000242.1	43523	0	BC08-N
GL000230.1	43691	0	BC08-N
GL000237.1	45867	2	BC08-N
GL000233.1	45941	0	BC08-N
GL000204.1	81310	22	BC08-N
GL000198.1	90085	2	BC08-N
GL000208.1	92689	23	BC08-N
GL000191.1	106433	213	BC08-N
GL000227.1	128374	896	BC08-N
GL000228.1	129120	105	BC08-N
GL000214.1	137718	13	BC08-N
GL000221.1	155397	94	BC08-N
GL000209.1	159169	6	BC08-N
GL000218.1	161147	22	BC08-N
GL000220.1	161802	27	BC08-N
GL000213.1	164239	4	BC08-N
GL000211.1	166566	6	BC08-N
GL000199.1	169874	25	BC08-N
GL000217.1	172149	51	BC08-N
GL000216.1	172294	90	BC08-N
GL000215.1	172545	4	BC08-N
GL000205.1	174588	2	BC08-N
GL000219.1	179198	18	BC08-N
GL000224.1	179693	28	BC08-N
GL000223.1	180455	19	BC08-N
GL000195.1	182896	0	BC08-N
GL000212.1	186858	6486	BC08-N
GL000222.1	186861	38	BC08-N
GL000200.1	187035	23	BC08-N
GL000193.1	189789	10	BC08-N
GL000194.1	191469	37	BC08-N
GL000225.1	211173	32	BC08-N
GL000192.1	547496	54	BC08-N
1	249250621	3704753	BC14-N
2	243199373	2894779	BC14-N
3	198022430	2566969	BC14-N
4	191154276	1547540	BC14-N
5	180915260	2084508	BC14-N
6	171115067	2838476	BC14-N
7	159138663	2663150	BC14-N
8	146364022	1350330	BC14-N
9	141213431	1851809	BC14-N
10	135534747	1401439	BC14-N
11	135006516	1776476	BC14-N
12	133851895	2614850	BC14-N
13	115169878	1125415	BC14-N
14	107349540	694324	BC14-N
15	102531392	1212316	BC14-N
16	90354753	2158281	BC14-N
17	81195210	2407462	BC14-N
18	78077248	460091	BC14-N
19	59128983	3095965	BC14-N
20	63025520	958144	BC14-N
21	48129895	700109	BC14-N
22	51304566	780052	BC14-N
X	155270560	1881178	BC14-N
Y	59373566	1597	BC14-N
MT	16569	3783	BC14-N
GL000207.1	4262	0	BC14-N
GL000226.1	15008	8	BC14-N
GL000229.1	19913	3	BC14-N
GL000231.1	27386	2	BC14-N
GL000210.1	27682	6	BC14-N
GL000239.1	33824	23	BC14-N
GL000235.1	34474	7	BC14-N
GL000201.1	36148	18	BC14-N
GL000247.1	36422	33	BC14-N
GL000245.1	36651	69	BC14-N
GL000197.1	37175	42	BC14-N
GL000203.1	37498	10	BC14-N
GL000246.1	38154	8	BC14-N
GL000249.1	38502	12	BC14-N
GL000196.1	38914	25	BC14-N
GL000248.1	39786	14	BC14-N
GL000244.1	39929	21	BC14-N
GL000238.1	39939	11	BC14-N
GL000202.1	40103	4	BC14-N
GL000234.1	40531	2	BC14-N
GL000232.1	40652	1	BC14-N
GL000206.1	41001	19	BC14-N
GL000240.1	41933	21	BC14-N
GL000236.1	41934	6910	BC14-N
GL000241.1	42152	7	BC14-N
GL000243.1	43341	154	BC14-N
GL000242.1	43523	10	BC14-N
GL000230.1	43691	0	BC14-N
GL000237.1	45867	21	BC14-N
GL000233.1	45941	0	BC14-N
GL000204.1	81310	34	BC14-N
GL000198.1	90085	5	BC14-N
GL000208.1	92689	109	BC14-N
GL000191.1	106433	480	BC14-N
GL000227.1	128374	3993	BC14-N
GL000228.1	129120	417	BC14-N
GL000214.1	137718	89	BC14-N
GL000221.1	155397	332	BC14-N
GL000209.1	159169	23	BC14-N
GL000218.1	161147	48	BC14-N
GL000220.1	161802	59	BC14-N
GL000213.1	164239	50	BC14-N
GL000211.1	166566	27	BC14-N
GL000199.1	169874	89	BC14-N
GL000217.1	172149	168	BC14-N
GL000216.1	172294	293	BC14-N
GL000215.1	172545	45	BC14-N
GL000205.1	174588	2	BC14-N
GL000219.1	179198	27	BC14-N
GL000224.1	179693	34	BC14-N
GL000223.1	180455	111	BC14-N
GL000195.1	182896	0	BC14-N
GL000212.1	186858	11120	BC14-N
GL000222.1	186861	178	BC14-N
GL000200.1	187035	52	BC14-N
GL000193.1	189789	18	BC14-N
GL000194.1	191469	103	BC14-N
GL000225.1	211173	51	BC14-N
GL000192.1	547496	151	BC14-N
1	249250621	1682755	BC15-N
2	243199373	1464448	BC15-N
3	198022430	1314813	BC15-N
4	191154276	798482	BC15-N
5	180915260	1024727	BC15-N
6	171115067	1423729	BC15-N
7	159138663	1336813	BC15-N
8	146364022	680648	BC15-N
9	141213431	827080	BC15-N
10	135534747	670935	BC15-N
11	135006516	828358	BC15-N
12	133851895	1248443	BC15-N
13	115169878	595980	BC15-N
14	107349540	357395	BC15-N
15	102531392	589487	BC15-N
16	90354753	884352	BC15-N
17	81195210	1028715	BC15-N
18	78077248	236568	BC15-N
19	59128983	1047902	BC15-N
20	63025520	410919	BC15-N
21	48129895	329518	BC15-N
22	51304566	331778	BC15-N
X	155270560	906038	BC15-N
Y	59373566	782	BC15-N
MT	16569	2527	BC15-N
GL000207.1	4262	0	BC15-N
GL000226.1	15008	8	BC15-N
GL000229.1	19913	0	BC15-N
GL000231.1	27386	0	BC15-N
GL000210.1	27682	2	BC15-N
GL000239.1	33824	13	BC15-N
GL000235.1	34474	0	BC15-N
GL000201.1	36148	4	BC15-N
GL000247.1	36422	18	BC15-N
GL000245.1	36651	42	BC15-N
GL000197.1	37175	22	BC15-N
GL000203.1	37498	6	BC15-N
GL000246.1	38154	5	BC15-N
GL000249.1	38502	8	BC15-N
GL000196.1	38914	12	BC15-N
GL000248.1	39786	4	BC15-N
GL000244.1	39929	16	BC15-N
GL000238.1	39939	4	BC15-N
GL000202.1	40103	2	BC15-N
GL000234.1	40531	2	BC15-N
GL000232.1	40652	0	BC15-N
GL000206.1	41001	4	BC15-N
GL000240.1	41933	10	BC15-N
GL000236.1	41934	3435	BC15-N
GL000241.1	42152	0	BC15-N
GL000243.1	43341	76	BC15-N
GL000242.1	43523	6	BC15-N
GL000230.1	43691	0	BC15-N
GL000237.1	45867	6	BC15-N
GL000233.1	45941	0	BC15-N
GL000204.1	81310	15	BC15-N
GL000198.1	90085	0	BC15-N
GL000208.1	92689	49	BC15-N
GL000191.1	106433	198	BC15-N
GL000227.1	128374	1870	BC15-N
GL000228.1	129120	213	BC15-N
GL000214.1	137718	37	BC15-N
GL000221.1	155397	137	BC15-N
GL000209.1	159169	10	BC15-N
GL000218.1	161147	22	BC15-N
GL000220.1	161802	10	BC15-N
GL000213.1	164239	8	BC15-N
GL000211.1	166566	10	BC15-N
GL000199.1	169874	37	BC15-N
GL000217.1	172149	61	BC15-N
GL000216.1	172294	102	BC15-N
GL000215.1	172545	16	BC15-N
GL000205.1	174588	4	BC15-N
GL000219.1	179198	17	BC15-N
GL000224.1	179693	12	BC15-N
GL000223.1	180455	54	BC15-N
GL000195.1	182896	0	BC15-N
GL000212.1	186858	5412	BC15-N
GL000222.1	186861	84	BC15-N
GL000200.1	187035	43	BC15-N
GL000193.1	189789	19	BC15-N
GL000194.1	191469	40	BC15-N
GL000225.1	211173	33	BC15-N
GL000192.1	547496	71	BC15-N
1	249250621	2695472	BC07-N
2	243199373	1743854	BC07-N
3	198022430	1715107	BC07-N
4	191154276	841634	BC07-N
5	180915260	1178065	BC07-N
6	171115067	1791553	BC07-N
7	159138663	1325817	BC07-N
8	146364022	440118	BC07-N
9	141213431	1034370	BC07-N
10	135534747	837714	BC07-N
11	135006516	1115912	BC07-N
12	133851895	1783468	BC07-N
13	115169878	831236	BC07-N
14	107349540	402259	BC07-N
15	102531392	887120	BC07-N
16	90354753	1931096	BC07-N
17	81195210	1936238	BC07-N
18	78077248	326829	BC07-N
19	59128983	1865773	BC07-N
20	63025520	667323	BC07-N
21	48129895	377933	BC07-N
22	51304566	410061	BC07-N
X	155270560	1789953	BC07-N
Y	59373566	5450	BC07-N
MT	16569	10	BC07-N
GL000207.1	4262	0	BC07-N
GL000226.1	15008	0	BC07-N
GL000229.1	19913	2	BC07-N
GL000231.1	27386	2	BC07-N
GL000210.1	27682	2	BC07-N
GL000239.1	33824	4	BC07-N
GL000235.1	34474	1	BC07-N
GL000201.1	36148	8	BC07-N
GL000247.1	36422	22	BC07-N
GL000245.1	36651	32	BC07-N
GL000197.1	37175	4	BC07-N
GL000203.1	37498	0	BC07-N
GL000246.1	38154	2	BC07-N
GL000249.1	38502	4	BC07-N
GL000196.1	38914	2	BC07-N
GL000248.1	39786	2	BC07-N
GL000244.1	39929	8	BC07-N
GL000238.1	39939	0	BC07-N
GL000202.1	40103	4	BC07-N
GL000234.1	40531	0	BC07-N
GL000232.1	40652	0	BC07-N
GL000206.1	41001	6	BC07-N
GL000240.1	41933	8	BC07-N
GL000236.1	41934	1603	BC07-N
GL000241.1	42152	1	BC07-N
GL000243.1	43341	18	BC07-N
GL000242.1	43523	10	BC07-N
GL000230.1	43691	0	BC07-N
GL000237.1	45867	7	BC07-N
GL000233.1	45941	1	BC07-N
GL000204.1	81310	19	BC07-N
GL000198.1	90085	4	BC07-N
GL000208.1	92689	30	BC07-N
GL000191.1	106433	230	BC07-N
GL000227.1	128374	1004	BC07-N
GL000228.1	129120	137	BC07-N
GL000214.1	137718	15	BC07-N
GL000221.1	155397	98	BC07-N
GL000209.1	159169	4	BC07-N
GL000218.1	161147	24	BC07-N
GL000220.1	161802	30	BC07-N
GL000213.1	164239	6	BC07-N
GL000211.1	166566	13	BC07-N
GL000199.1	169874	34	BC07-N
GL000217.1	172149	40	BC07-N
GL000216.1	172294	89	BC07-N
GL000215.1	172545	17	BC07-N
GL000205.1	174588	3	BC07-N
